,id,question,alternatives,label,has_figure
29,questao_30,"“São tantas formas de matar um preto
Que para alguns sua morte é justificada
Devia tá fazendo coisa errada
Se não era bandido, um dia ia ser
Por ser PRETO sua morte é defendida
O PRETO sempre merece morrer”.
A estrofe acima é do poeta e educador social Baticum Proletário, que atua na periferia de Fortaleza, no Ceará, preparando jovens — em quase sua totalidade negros — para enfrentar as dificuldades impostas pelo racismo estrutural no país.
É a partir da arte que Baticum consegue envolver a juventude em um projeto de fortalecimento dessa população ao promover batalhas de rimas, slams e saraus com temáticas que discutem os problemas sociais. Não por acaso, o tema mais explorado nas rimas, versos e prosas é a violência. De acordo com o mais recente Atlas da violência, em 2019, os negros representaram 77 por cento das vítimas de homicídios, quase 30 assassinatos por 100 mil habitantes, a maioria deles jovens.
O Atlas revela ainda que um negro tem quase 2,7 vezes mais chance de ser morto do que um branco, o que justifica o movimento de resistência crescente no Brasil.
O uso de citação e de dados estatísticos nesse texto tem o objetivo de","['ressaltar a importância da poesia para denunciar a morte de negros, que cresce a cada dia.', 'destacar o crescimento exponencial da temática do preconceito na produção literária no Brasil.', 'demonstrar o incremento no quantitativo de expressões artísticas na discussão de problemas sociais.', 'evidenciar argumentos que reforçam a ideia de que os negros são vítimas em potencial da violência.', 'salientar o aumento da participação de jovens nos movimentos de resistência na área da cultura.']",D,False
30,questao_31,"## Eliane Brum
No princípio era o verbo. A frase que abre o primeiro capítulo do Evangelho de João e remete à criação do mundo, assim como também faz o Gênesis, é a mais famosa da Bíblia. A ideia de que o mundo é criado pela palavra, porém, é tão estruturante que está presente em outras religiões, para muito além das fundadas no cristianismo. Como humanos, a linguagem é o mundo que habitamos. Basta tentar imaginar um mundo em que não podemos usar palavras para dizer de nós e dos outros para compreender o que isso significa. Ou um mundo em que aquilo que você diz não é entendido pelo outro, e o que o outro diz não é entendido por você.
O que acontece então quando a palavra é destruída e, com ela, a linguagem?
Durante séculos, em diferentes sociedades e línguas, é importante lembrar, a linguagem serviu — e ainda serve — para manter privilégios de grupos de poder e deixar todos os outros de fora. Quem entende linguagem de advogados, juízes e promotores, linguagem de médicos, linguagem de burocratas, linguagem de cientistas? A maior parte da população foi submetida à violência de propositalmente ser impedida de compreender a linguagem daqueles que determinam seus destinos.
Se o princípio é o verbo, o fim pode ser o silenciamento. Mesmo que ele seja cheio de gritos entre aqueles que já não têm linguagem comum para compreender uns aos outros.
Nesse texto, a estratégia usada para convencer o leitor de que uma grande parcela da população não compreende a linguagem daqueles que detêm o poder foi","['revelar a origem religiosa da linguagem.', 'questionar o temor sobre o futuro da linguagem.', 'descrever a relação entre sociedade e linguagem.', 'apresentar as consequências do esfacelamento da linguagem.', 'criticar o obstáculo promovido pelos usos especializados da linguagem.']",E,False
31,questao_32,"Um grupo de pesquisadores da Universidade Federal do Ceará desenvolveu um dicionário para traduzir sintomas de doenças da linguagem popular para os termos médicos. Defruço, chanha e piloura, por exemplo, podem ser termos conhecidos para muitos, mas, durante uma consulta médica, o desconhecimento pode significar um diagnóstico errado.
“Isso é um registro histórico e pode ser muito útil para estudos dessas comunidades, na abordagem médica delas. É de certa forma pioneiro no Brasil e, sem dúvida, um instrumento de trabalho importante, porque a comunicação é fundamental na relação médico-paciente”, avalia o reitor da instituição.
Ao registrarem usos regionais de termos da área médica, pesquisadores","['apontaram erros motivados pelo desconhecimento da variedade linguística local.', 'explicaram problemas provocados pela incapacidade de comunicação.', 'descobriram novos sintomas de doenças existentes na comunidade.', 'propiciaram melhor compreensão dos sintomas dos pacientes.', 'divulgaram um novo rol de doenças características da localidade.']",D,False
32,questao_33,"Mandioca, macaxeira, aipim e castelinha são nomes diferentes da mesma planta. Semáforo, sinaleiro e farol também significam a mesma coisa. O que muda é só o hábito cultural de cada região. A mesma coisa acontece com a Língua Brasileira de Sinais (Libras). Embora ela seja a comunicação oficial da comunidade surda no Brasil, existem sinais que variam em relação à região, à idade e até ao gênero de quem se comunica. A cor verde, por exemplo, possui sinais diferentes no Rio de Janeiro, Paraná e São Paulo. São os regionalismos na língua de sinais.
Essas variações são um dos temas da disciplina Linguística na língua de sinais, oferecida pela Universidade Estadual Paulista (Unesp) ao longo do segundo semestre. “Muitas pessoas pensam que a língua de sinais é universal, o que não é verdade”, explica a professora e chefe do Departamento de Linguística, Literatura e Letras Clássicas da Unesp. “Mesmo dentro de um mesmo país, ela sofre variação em relação à localização geográfica, à faixa etária e até ao gênero dos usuários”, completa a especialista.
Os surdos podem criar sinais diferentes para identificar lugares, objetos e conceitos. Em São Paulo, o sinal de “cerveja” é feito com um giro do punho como uma meia-volta. Em Minas, a bebida é citada quando os dedos indicador e médio batem no lado do rosto. Também ocorrem mudanças históricas. Um sinal pode sofrer alterações decorrentes dos costumes da geração que o utiliza.
Nesse texto, a Língua Brasileira de Sinais (Libras)","['passa por fenômenos de variação linguística como qualquer outra língua.', 'apresenta variações regionais, assumindo novo sentido para algumas palavras.', 'sofre mudança estrutural motivada pelo uso de sinais diferentes para algumas palavras.', 'diferencia-se em todo o Brasil, desenvolvendo cada região a sua própria língua de sinais.', 'é ininteligível para parte dos usuários em razão das mudanças de sinais motivadas geograficamente.']",A,False
33,questao_34,"Como é bom reencontrar os leitores da Revista da Cultura por meio de uma publicação com outro visual, conteúdo de qualidade e interesses ampliados! ]cultura[, este nome simples, e eu diria mesmo familiar, nasce entre dois colchetes voltados para fora. E não é por acaso: são sinais abertos, receptivos, propícios à circulação de ideias. O DNA da publicação se mantém o mesmo, afinal, por longos anos montamos nossas edições com assuntos saídos das estantes de uma grande livraria — e assim continuará sendo. Literatura, sociologia, filosofia, artes... nunca será difícil montar a pauta da revista porque os livros nos ensinam que monotonia é só para quem não lê.
Ouso não padrão dos colchetes para nomear a revista atribui-lhes uma nova função e está correlacionado ao(à)","['perfil de público-alvo, constituído por leitores exigentes e especializados em leitura acadêmica.', 'propósito do editor, chamando a atenção para o rigor normativo nos textos da revista.', 'exclusividade na seleção temática, direcionada para a área das ciências humanas.', 'identidade da revista, voltada para a recepção e a promoção de ideias circulantes em livros.', 'padrão editorial dos artigos, organizados em torno de uma proposta de design inovador.']",D,False
34,questao_35,"## TEXTO 1
Alegria, alegria (fragmento)
Caetano Veloso
O sol nas bancas de revista
Me enche de alegria e preguiça
Quem lê tanta notícia
Eu vouPor entre fotos e nomes
Os olhos cheios de cores
O peito cheio de amores vãos
Eu vou
Por que não, por que não?
## TEXTO 2
Anjos tronchos (fragmento)
Caetano Veloso
Uns anjos tronchos do Vale do Silício
Desses que vivem no escuro em plena luz
Disseram vai ser virtuoso no vício
Das telas dos azuis mais do que azuis
Agora a minha história é um denso algoritmo
Que vende venda a vendedores reais
Neurônios meus ganharam novo outro ritmo
E mais, e mais, e mais, e mais, e mais
Embora oriundas de momentos históricos diferentes, essas letras de canção têm em comum a","['referência às cores como elemento de crítica a hábitos contemporâneos.', 'percepção da profusão de informações gerada pela tecnologia.', 'contraposição entre os vícios e as virtudes da vida moderna.', 'busca constante pela liberdade de expressão individual.', 'crítica à finalidade comercial das notícias.']",B,False
35,questao_36,"## Dão Lalalão
João Guimarães Rosa
Do povoado do Ão, ou dos sítios perto, alguém precisava urgente de querer vir por escutar a novela do rádio. Ouvia-a, aprendia-a, guardava na ideia, e, retornado ao Ão, no dia seguinte, a repetia a outros.
Assim estavam jantando, vinham os do povoado receber a nova parte da novela do rádio. Ouvir já tinham ouvido tudo, de uma vez, fugia da regra: falhara ali no Ão, na véspera, o caminhão de um comprador de galinhas e ovos, seo Abrãozinho Buristém, que carregava um rádio pequeno, de pilhas, armara um fio no arame da cerca... Mas queriam escutar outra vez, por confirmação. — “A estória é estável de boa, mal que acompridada: taca e não rende...” — explicava o Zuz ao Dalberto.
Soropita começou a recontar o capítulo da novela. Sem trabalho, se recordava das palavras, até com clareza — disso se admirava. Contava com prazer de demorar, encher a sala com o poder de outros altos personagens. Tomar a atenção de todos, pudesse contar aquilo noite adiante. Era preciso trazer luz, nem uns enxergavam mais os outros; quando alguém ria, ria de muito longe. O capítulo da novela estava terminando.
Nesse trecho do conto, o gosto dos moradores do povoado por ouvir a novela de rádio recontada por Soropita deve-se ao(à)","['qualidade do som do rádio.', 'estabilidade do enredo contado.', 'ineditismo do capítulo da novela.', 'jeito singular de falar aos ouvintes.', 'dificuldade de compreensão da história.']",D,False
36,questao_37,"As cinzas do Museu Nacional, no Rio de Janeiro, consumido pelas chamas no mês de setembro de 2018, são mais do que restos de fósseis, cerâmicas e espécimes raros. O museu abrigava, entre mais de 20 milhões de peças, os esqueletos com as respostas para perguntas que ainda não haviam sido respondidas — ou sequer feitas — por pesquisadores brasileiros. E o incêndio pode ter calado para sempre palavras e cantos indígenas ancestrais, de línguas que não existem mais no mundo.
O acervo do local continha gravações de conversas, cantos e rituais de dezenas de sociedades indígenas, muitas feitas durante a década de 1960 com antigos gravadores de rolo e que ainda não haviam sido digitalizadas. Alguns dos registros abordavam línguas já extintas, sem falantes originais ainda vivos. “A esperança é que outras instituições tenham registros dessas línguas”,diz a linguista Marilia Facó Soares. A pesquisadora, que trabalha com os índios Tikuna, o maior grupo da Amazônia brasileira, crê ter perdido parte de seu material. “Terei que fazer novas viagens de campo para recompor meus arquivos. Mas obviamente não dá para recuperar a fala de nativos já falecidos, geralmente os mais idosos”, lamenta.
A perda dos registros linguísticos no incêndio do Museu Nacional tem impacto potencializado, uma vez que","['exige a retomada das pesquisas por especialistas de diferentes áreas.', 'representa danos irreparáveis à memória e à identidade nacionais.', 'impossibilita o surgimento de novas pesquisas na área.', 'resulta na extinção da cultura de povos originários.', 'inviabiliza o estudo da língua do povo Tikuna.']",B,False
37,questao_38,"Na Idade Média, as notícias se propagavam com surpreendente eficácia. Segundo uma emérita professora de Sorbonne, um cavalo era capaz de percorrer 30 quilômetros por dia, mas o tempo podia se acelerar dependendo do interesse da notícia. As ordens mendicantes tinham um papel importante na disseminação de informações, assim como os jograis, os peregrinos e os vagabundos, porque todos eles percorriam grandes distâncias. As cidades também tinham correios organizados e selos para lacrar mensagens e tentar certificar a veracidade das correspondências. Graças a tudo isso, a circulação de boatos era intensa e politicamente relevante. Um exemplo clássico de fake news da era medieval é a história do rei que desaparece na batalha e reaparece muito depois, idoso e transformado.
A propagação sistemática de informações é um fenômeno recorrente na história e no desenvolvimento das sociedades. No texto, a eficácia dessa propagação está diretamente relacionada ao(à)","['velocidade de circulação das notícias.', 'nível de letramento da população marginalizada.', 'poder de censura por parte dos serviços públicos.', 'legitimidade da voz dos representantes da nobreza.', 'diversidade dos meios disponíveis em uma época histórica.']",E,False
38,questao_39,"Se a interferência de contas falsas em discussões políticas nas redes sociais já representava um perigo para os sistemas democráticos, sua sofisticação e maior semelhança com pessoas reais têm agravado o problema pelo mundo.
O perigo cresceu porque a tecnologia e os métodos evoluíram dos robôs, os “bots” — softwares com tarefas on-line automatizadas —, para os “ciborgues” ou “trolls”, contas controladas diretamente por humanos com ajuda de um pouco de automação.
Mas pesquisadores começam agora a observar outros padrões de comportamento: quando mensagens não são programadas, sua publicação se concentra só em horários de trabalho, já que é controlada por pessoas cuja profissão é exatamente essa, administrar um perfil falso durante o dia.
Outra pista: a pobreza vocabular das mensagens publicadas por esses perfis. Um funcionário de uma empresa que supostamente produzia e vendia perfis falsos explica que às vezes “faltava criatividade” para criar mensagens distintas controlando tantos perfis falsos ao mesmo tempo.
De acordo com o texto, a análise de características da linguagem empregada por perfis automatizados contribui para o(a)","['controle da atuação dos profissionais de TI.', 'desenvolvimento de tecnologias como os “trolls”.', 'flexibilização dos turnos de trabalho dos controladores.', 'necessidade de regulamentação do funcionamento dos “bots”.', 'identificação de padrões de disseminação de informações inverídicas.']",E,False
39,questao_40,"Maio foi colorido de amarelo, e o foi porque mundialmente amarelo é a cor convencionada para as advertências. No trânsito, essas advertências têm sido fatais. A estimativa, caso nada seja feito, é a de que se atinjam assustadoras 2,4 milhões de mortes no trânsito em 2030 em todo o mundo.
A pressa constante, o sentimento de invencibilidade, a certeza de invulnerabilidade, a necessidade de poder, a falta de civilidade, a certeza de impunidade, a ausência de solidariedade, a inexistência de compaixão e o desrespeito por si próprio são circunstâncias reais que, não raro, concorrem para o comportamento violento no trânsito.
O Maio Amarelo, que preconiza a atenção pela vida, é uma das iniciativas nesse sentido. E é precisamente a atenção pela vida que está esquecida. Essa atenção, por certo, requer menos pressa, mais civilidade, limites assegurados, consciência de vulnerabilidade, solidariedade, compaixão e respeito por si e pelo outro. Reafirmar e praticar esses princípios e valores talvez seja um caminho mais seguro e menos violento, que garanta a vida e não celebre a morte.
Considerando os procedimentos argumentativos utilizados, infere-se que o objetivo desse texto é","['enumerar as causas determinantes da violência no trânsito.', 'contextualizar a campanha de advertência no cenário mundial.', 'divulgar dados numéricos alarmantes sobre acidentes de trânsito.', 'sensibilizar o público para a importância de uma direção responsável.', 'restringir os problemas da violência no trânsito a aspectos emocionais.']",D,False
40,questao_41,"A sessão do Comitê Olímpico Internacional (COI) aprovou uma mudança histórica e inédita no lema olímpico, criado em 1894 pelo Barão Pierre de Coubertin para expressar os valores e a excelência do esporte. Mais de 120 anos depois, o lema tem sua primeira alteração para ressaltar a solidariedade e incluir a palavra “juntos”: mais rápido, mais alto, mais forte — juntos. A mudança foi aprovada por unanimidade pelos membros do COI e celebrada pelo presidente da entidade.
De acordo com o texto, a alteração do lema olímpico teve como objetivo a","['unificação do lema anterior ao atual.', 'aproximação entre o lema olímpico e o COI.', 'junção do lema olímpico com os princípios esportivos.', 'associação entre o lema olímpico e a cooperatividade.', 'vinculação entre o lema olímpico e os eventos atléticos.']",D,False
41,questao_42,"## Mais iluminada que outras
Jarid Arraes
Tenho dois seios, estas duas coxas, duas mãos que me são muito úteis, olhos escuros, estas duas sobrancelhas que preencho com maquiagem comprada por dezenove e noventa e orelhas que não aceitam bijuterias. Este corpo é um corpo faminto, dentado, cruel, capaz e violento. Movo os braços e multidões correm desesperadas. Caminho no escuro com o rosto para baixo, pois cada parte isolada de mim tem sua própria vida e não quero domá-las. Animal da caatinga. Forte demais. Engolidora de espadas e espinhos.
Dizem e eu ouvi, mas depois também li, que o estado do Ceará aboliu a escravidão quatro anos antes do restante do país. Todos aqueles corpos que eram trazidos com seus dedos contados, seus calcanhares prontos e seus umbigos em fogo, todos eles foram interrompidos no porto. Um homem — dizem e eu ouvi e depois também li — liderou o levante. E todos esses corpos foram buscar outros incômodos. Foram ser incomodados.
Nesse texto, os recursos expressivos usados pela narradora","['revelam as marcas da violência de raça e de gênero na construção da identidade.', 'questionam o pioneirismo do estado do Ceará no enfrentamento à escravidão.', 'reproduzem padrões estéticos em busca da valorização da autoestima feminina.', 'sugerem uma atmosfera onírica alinhada ao desejo de resgate da espiritualidade.', 'mimetizam, na paisagem, os corpos transformados pela violência da escravidão.']",A,False
42,questao_43,"## De quem é esta língua?
José Eduardo Agualusa
Uma pequena editora brasileira, a Urutau, acaba de lançar em Lisboa uma “antologia antirracista de poetas estrangeiros em Portugal”, com o título Volta para a tua terra.
O livro denuncia as diversas formas de racismo a que os imigrantes estão sujeitos. Alguns dos poetas brasileiros antologiados queixam-se do desdém com que um grande número de portugueses acolhe o português brasileiro. É uma queixa frequente.
“Aqui em Portugal eles dizem / — eles dizem — / que nosso português é errado, que nós não falamos português”, escreve a poetisa paulista Maria Giulia Pinheiro, para concluir: “Se a sua linguagem, a lusitana, / ainda conserva a palavra da opressão / ela não é a mais bonita do mundo./ Ela é uma das mais violentas”.
O texto de Agualusa tematiza o preconceito em relação ao português brasileiro. Com base no trecho citado pelo autor, infere-se que esse preconceito se deve","['à dificuldade de consolidação da literatura brasileira em outros países.', 'aos diferentes graus de instrução formal entre os falantes de língua portuguesa.', 'à existência de uma língua ideal que alguns falantes lusitanos creem ser a falada em Portugal.', 'ao intercâmbio cultural que ocorre entre os povos dos diferentes países de língua portuguesa.', 'à distância territorial entre os falantes do português que vivem em Portugal e no Brasil.']",C,False
43,questao_44,"## Crônica da casa assassinada
Lúcio Cardoso
Ainda daquela vez pude constatar a bizarrice dos costumes que constituíam as leis mais ou menos constantes do seu mundo: ao me aproximar, verifiquei que o Sr. Timóteo, gordo e suado, trajava um vestido de franjas e lantejoulas que pertencera a sua mãe. O corpete descia-lhe excessivamente justo na cintura, e aqui e ali rebentava através da costura um pouco da carne aprisionada, esgarçando a fazenda e tornando o prazer de vestir-se daquele modo uma autêntica espécie de suplício. Movia-se ele com lentidão, meneando todas as suas franjas e abanando-se vigorosamente com um desses leques de madeira de sândalo, o que o envolvia numa enjoativa onda de perfume. Não sei direito o que colocara sobre a cabeça, assemelhava-se mais a um turbante ou a um chapéu sem abas de onde saíam vigorosas mechas de cabelos alourados. Como era costume seu também, trazia o rosto pintado — e para isto, bem como para suas vestimentas, apoderara-se de todo o guarda-roupa deixado por sua mãe,também em sua época famosa pela extravagância com que se vestia — o que sem dúvida fazia sobressair-lhe o nariz enorme, tão característico da família Meneses.
Pela voz de uma empregada da casa, a descrição de um dos membros da família exemplifica a renovação da ficção urbana nos anos 1950, aqui observada na","['opção por termos e expressões de sentido ambíguo.', 'crítica social inspirada pelo convívio com os patrões.', 'descrição impressionista do fetiche do personagem.', 'presença de um foco narrativo de caráter impreciso.', 'ambiência de mistério das relações entre familiares.']",C,False
44,questao_45,"## Girassol da madrugada (fragmento)
Mário de Andrade
Teu dedo curioso me segue lento no rosto
Os sulcos, as sombras machucadas por onde a vida passou.
Que silêncio, prenda minha... Que desvio triunfal da verdade,
Que círculos vagarosos na lagoa em que uma asa gratuita roçou...
Tive quatro amores eternos...
O primeiro era moça donzela,
O segundo... eclipse, boi que fala, cataclisma,
O terceiro era a rica senhora,
O quarto és tu... E eu afinal me repousei dos [meus cuidados
Perante o outro, o eu lírico revela, na força das memórias evocadas, a","['vergonha das marcas provocadas pela passagem do tempo.', 'indecisão em face das possibilidades afetivas do presente.', 'serenidade sedimentada pela entrega pacífica ao desejo.', 'frustração causada pela vontade de retorno ao passado.', 'disponibilidade para a exploração do prazer efêmero.']",C,False
45,questao_46,"## TEXTO 1
Quarto de despejo: diário de uma favelada
Carolina Maria de Jesus
Como é horrivel ver um filho comer e perguntar: “Tem mais?” Esta palavra “tem mais” fica oscilando dentro do cerebro de uma mãe que olha as panela e não tem mais.
## TEXTO 2
A experiência de ver os filhos com fome na década de 1950, descrita por Carolina, é vivida no Brasil de 2021 por uma moradora de Petrolândia, em Pernambuco. “Eu trabalhava de ajudante de cabeleireira, mas a moça que tinha o salão fechou. Eu vinha me sustentando com o auxílio que tinha, mas agora eu não fui contemplada. Às vezes as pessoas me ajudam com alimentos para os meus filhos. De vez em quando, eu acho algum bico para fazer, mas é muito raro. Tem dias que não tenho nem o leite da minha bebê.”
Considerando a realidade brasileira, os textos se aproximam ao apresentarem uma reflexão sobre o(a)","['recorrência da miséria.', 'planejamento da saúde.', 'superação da escassez.', 'constância da economia.', 'romantização da carência.']",A,False
46,questao_47,"No sul da Bahia, desde o século 18, tem-se registros de um tipo de sistema agroflorestal. Até hoje, esse sistema é característica marcante da paisagem da região, conhecido como cabruca, que consiste no cultivo do cacau à sombra do dossel da floresta nativa. Esse sistema de cultivo do cacau (graças à tolerância da espécie à sombra) é considerado amigável para a vida silvestre, pois apresenta superioridade em termos de conservação da biodiversidade quando comparado com outras plantações tropicais (monoculturas de dendê, seringa ou café), agricultura ou pastagens.
A prática produtiva apresentada é um exemplo de","['difusão comercial de lavouras temporárias.', 'utilização sustentável dos recursos naturais.', 'ampliação tecnológica da pecuária intensiva.', 'padronização alimentar dos povos tradicionais.', 'modernização logística de plantios convencionais.']",B,False
47,questao_48,"## O moleque Ricardo
José Lins do Rêgo
O masseiro, a mulher, e quatro filhos, dormindo numa tapera de quatro paredes de caixão, coberta de zinco. A água do mangue, na maré cheia, ia dentro de casa. Os maruins de noite encalombavam o corpo dos meninos. O mangue tinha ocasião que fedia, e os urubus faziam ponto por ali atrás dos petiscos. Perto da rua lavavam couro de boi, pele de bode para o curtume de um espanhol. Morria peixe envenenado, e quando a maré secava, os urubus enchiam o papo, ciscavam a lama, passeando banzeiros pelas biqueiras dos mocambos no Recife.
A aglomeração urbana representada no texto resulta em","['conservação do meio rural.', 'crescimento da vegetação ciliar.', 'interferência do espaço geográfico.', 'equilíbrio do ambiente das cidades.', 'controle da proliferação dos animais.']",C,False
48,questao_49,"Elas foram as pioneiras dos direitos das mulheres no Afeganistão. Defensoras ferrenhas da lei, buscaram justiça para os mais marginalizados. Mas, agora, mais de 220 juízas afegãs estão escondidas por medo de retaliação sob o regime do Talibã. Uma delas condenou centenas de homens por violência contra as mulheres, incluindo estupro, assassinato e tortura. Mas poucos dias depois que o Talibã assumiu o controle de sua cidade e milhares de criminosos condenados foram libertados da prisão, as ameaças de morte começaram. O país sempre foi considerado um dos lugares mais difíceis e perigosos do mundo para as mulheres. De acordo com estudos de organizações não governamentais, cerca de 87 por cento das mulheres e meninas serão vítimas de abuso durante a vida.
O texto evidencia situação representativa de","['afronta às estruturas sociais.', 'desprezo aos valores religiosos.', 'transgressão às normas morais.', 'desrespeito à dignidade humana.', 'oposição aos princípios hierárquicos.']",D,False
49,questao_50,"Enormes alto-falantes sul-coreanos instalados na fronteira com o Norte costumavam transmitir desde canções em estilo K-pop (como é chamado o pop sul-coreano) até boletins climáticos e noticiário crítico ao vizinho comunista. O Norte costuma praticar atividade semelhante, transmitindo por seus alto-falantes discursos críticos a Seul e aliados. Durante os anos 1980, o governo sul-coreano construiu um mastro de 97 metros de altura para hastear sua bandeira no povoado de Daesong-dong, na fronteira com o Norte. O Norte respondeu com a construção de um mastro ainda mais alto (160 metros) na cidade fronteiriça de Gijung-dong. “Essas demonstrações são uma válvula de escape competitiva e importante entre os dois lados, fora de um possível conflito militar”, diz o analista Ankit Panda.
Os atos de competição citados têm suas origens históricas vinculadas a um contexto de","['domínio cultural-identitário de atores sociais.', 'disputas étnico-raciais de povos tradicionais.', 'divergências político-ideológicas de agentes estatais.', 'imposição econômico-financeira de empresas privadas.', 'protestos ecológico-sustentáveis de entidades ambientais.']",C,False
50,questao_51,"## Estudos interdisciplinares ampliam conhecimento sobre chinesice no barroco mineiro
Seda, madeiras aromáticas e têxteis, obras de arte, lã, cristais e muitas, muitas peças de porcelana chegaram ao Brasil ao longo dos séculos 17 e 18. A opulência proporcionada pelo ouro fez com que esses itens fossem ainda mais presentes em cidades mineiras como Ouro Preto, Mariana e Sabará. Esses objetos inspiraram a criação das chinesices, termo que designa um tipo de arte que evoca motivos chineses, presentes em várias igrejas barrocas de Minas Gerais. No Brasil, é bem provável que a inspiração para as pinturas nas igrejas barrocas com pássaros, elefantes, tigres, mandarins e pagodes tenha sido tirada de gravuras, tecidos, móveis e, principalmente, das porcelanas chinesas que circulavam livremente em uma sociedade enriquecida pelo comércio do ouro e pedras preciosas.
O desenvolvimento do processo artístico descrito no texto foi possível pelo(a)","['representação arquitetônica.', 'intercâmbio transcontinental.', 'dependência econômica.', 'intervenção estatal.', 'padrão estético.']",B,False
51,questao_52,"## Txai Suruí, liderança da Juventude Indígena, profere seu discurso na abertura da COP-26
“O clima está esquentando, os animais estão desaparecendo, os rios estão morrendo e nossas plantações não florescem como no passado. A Terra está falando: ela nos diz que não temos mais tempo.”
O discurso da líder indígena explicita um problema global relacionado ao(à)","['manejo tradicional.', 'reciclagem residual.', 'consumo consciente.', 'exploração predatória.', 'reaproveitamento energético.']",D,False
52,questao_53,"[[placeholder]]
Nas reportagens publicadas sobre a inauguração do Museu de Arte de São Paulo, em 1947, quando ele ainda ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi mencionada nenhuma vez. A arquiteta era responsável pelo projeto do museu que mudaria para sempre a posição de São Paulo no circuito mundial das artes. Mas não houve nenhum registro disso. O louvor se concentrou em seu marido e parceiro profissional, o respeitado crítico de arte Pietro Maria Bardi. Passados 75 anos, a mulher então ignorada recebeu um Leão de Ouro póstumo, a maior homenagem da Bienal de Arquitetura de Veneza, e tem agora sua história contada em duas biografias de peso, que procuram destrinchar uma carreira marcada pela ousadia e pela contradição.
As transformações pelas quais passaram as sociedades ocidentais, e que possibilitaram o reconhecimento recente do trabalho da arquiteta mencionada no texto, foram resultado das mobilizações sociais pela","['equidade de gênero.', 'liberdade de expressão.', 'admissibilidade de voto.', 'igualdade de oportunidade.', 'reciprocidade de tratamento.']",A,True
53,questao_54,"[[placeholder]]
Fotografia da avó bordada
A definição de Sertão descrita no bordado associa esse recorte espacial a","['percursos e roteiros turísticos.', 'trajetos e movimentos holísticos.', 'vivências e itinerários socioafetivos.', 'fronteiras e demarcações territoriais.', 'profissões e interesses econômicos.']",C,True
54,questao_55,"## Novo Correio de Modas, 1853
Felizes tempos eram esses! As moças iam à missa de madrugada. De dia ninguém as via e se alguma, em dia de festa, queria passear com a avó ou a tia, havia de ir de cadeirinhas. Bem razão têm os nossos velhos de chorar por esses tempos, em que as filhas não sabiam escrever, e por isso não mandavam nem recebiam bilhetinhos.
Na perspectiva do autor, as tradições e os costumes sociofamiliares sofreram alterações, no século 19, decorrentes de quais fatores?","['Hábitos de leitura e mobilidade regional.', 'Circulação de impressos e trânsito religioso.', 'Valorização da língua e imigração estrangeira.', 'Práticas de letramento e transformação cultural.', 'Flexibilização do ensino e reformismo pedagógico.']",D,False
55,questao_56,"No Cerrado, o conhecimento local está sendo cada vez mais subordinado à lógica do agronegócio. De um lado, o capital impõe os conhecimentos biotecnológicos, como mecanismo de universalização de práticas agrícolas e de novas tecnologias, e de outro, o modelo capitalista subordina homens e mulheres à lógica do mercado. Assim, as águas, as sementes, os minerais, as terras (bens comuns) tornam-se propriedade privada. Além do mais, há outros fatores negativos, como a mecanização pesada, a “pragatização” dos seres humanos e não humanos, a violência simbólica, a superexploração, as chuvas de veneno e a violência contra a pessoa.
Os elementos descritos no texto, a respeito da territorialização da produção, demonstram que há um","['cerco aos camponeses, inviabilizando a manutenção das condições para a vida.', 'descaso aos latifundiários, impactando a plantação de alimentos para a exportação.', 'desprezo ao assalariado, afetando o engajamento dos sindicatos para o trabalhador.', 'desrespeito aos governantes, comprometendo a criação de empregos para o lavrador.', 'assédio ao empresariado, dificultando o investimento de maquinários para a produção.']",A,False
56,questao_57,"## TEXTO 1
Com uma população de 25 milhões de habitantes (cerca de 60 por cento de minorias muçulmanas, principalmente da etnia Uigur), Xinjiang é uma região estratégica para a China. Faz fronteira com oito países, é uma artéria crucial do megaprojeto de infraestrutura chinês Cinturão e Rota e tem as maiores reservas nacionais de carvão e gás natural.
## TEXTO 2
Dentre as províncias da Região Oeste, Xinjiang se destaca ao receber mais de 1,7 milhão de migrantes entre 2000 e 2010. O principal motivo desse fluxo migratório é que o governo fornece subsídios à população visando aumentar a proporção de chineses da etnia Han em relação à população local de etnias turca e muçulmana.
A política demográfica para a província mencionada nos textos é parte da seguinte ação estratégica do governo chinês:","['Promover a ocupação rural.', 'Favorecer a liberdade religiosa.', 'Descentralizar a gestão pública.', 'Incentivar a pluralidade cultural.', 'Assegurar a integridade territorial.']",E,False
